,corpus,val
1072,worst chinese restaurant bangladesh not even know cook chilli beef simple fried rice stay away honestly not spend money junk,0
1073,waiter worst behaviour and service ever received classified hotel like royal orchid highly recommend change waiter body teach minimal manner,0
1074,worst food I ever tasted also behavior stuff disgusting put shame front family first and last time -_-,0
1075,taste food poor service also zero,0
1076,environment good calm decoration good complaint not provide garlic sauce included french fry one hell disappointment jekhane apnara sauce tar jonno extra takao rakhen,0
1077,not go people waste money and time posting paid review #foodbank and get money illegally not serving quality food,0
1078,u sweet refill ur sugar but u diabetic harm ful ur health careful,0
1079,one worst kebab and today one rare occasion whole day fasting could not even finish food taste seriously improve lot especially fish chaap,0
1080,start? took long as time serve saw huge rat seating area takeaway food awful well never going back rat gonna give nightmare,0
1081,bad taste,0
1082,broken chair & table fucked service take long time ordering food food horrible no taste,0
1083,no taste no service waste time never visit,0
1084,price v food and service not good,0
1085,worst experience ever price and quantity food not not wanna go,0
1086,try something better come new market strategy and environment,0
1087,tasteless food poor service never visit,0
1088,should not try item totally waste money u go,0
1089,tried fried rice many resturant but sky view lounge tasted worst fried rice ever taste like cooked 2 day ago donâ€™t know sort restaurant still exist ï¿½ï¿½ï¿½,0
1090,ordered foodpanda & experience worst fried rice like hard bean & smelly stale food grilled veg also rotten veg bbq chicken ok wastage money awful,0
1091,environment and service good but food quantity set menu very very poor high charge not attach drink set menu really funny first time see set menu without drink horrible buy extra drink cause without water and drink eat properly? environment food quantity poor and also funny type set menu without drinks??,0
1092,vegetable rice fried chicken & set menu poor quality,0
1093,worst pizza ever totally waste money pizza not smelling good,0
1094,hate cafe lot,0
1095,worst experience ever restaurant not like people review deduction food quantity food taste not like day getting worst and not maintain price,0
1096,ordered thai mixed chawmin today throw hungrinaki bt chawminss taste not good chicken chawmin nt tasty wish improve food quality according food charge,0
1097,brought 6 burger waste very poor food quality ill mannered service taste : 3/10 service : 2/10 price very high comparing taste quality and service,0
1098,cream soup disgusting ato gula suji dia rakhsan chowmien ta aro disgusting casewnut salad ato tomato sauce :( classic chiken burger good :),0
1099,food cold taste not mark,0
1100,bad shit disgusting burger totally shit and dissapointed u,0
1101,complimentary beverage service need improved,0
1102,service bad yesterday ordered pizza and wait one hour not served cold pizza also worst experience ï¿½,0
1103,very disappointed,0
1104,make faster service,0
1105,please try improve food quality :),0
1106,crust not good,0
1107,not tasty and texture nasty,0
1108,getting angry and want damn pho,0
1109,honeslty not taste fresh ),0
1110,potato like rubber and could tell made ahead time kept warmer,0
1111,would not go back,0
1112,cashier no care ever say still ended wayyy overpriced,0
1113,disgusted pretty sure human hair,0
1114,shocked no sign indicate cash,0
1115,waitress little slow service,0
1116,place not worth time let alone vega,0
1117,not like,0
1118,burrittos blah,0
1119,took hour get food 4 table restaurant food luke warm sever running around like totally overwhelmed,0
1120,worst salmon sashimi,0
1121,like final blow,0
1122,seems like good quick place grab bite familiar pub food but favor and look elsewhere,0
1123,poor service waiter made feel like stupid every time came table,0
1124,service suck,0
1125,not deal good enough would drag establishment,0
1126,hard judge whether side good grossed melted styrofoam and not want eat fear getting sick,0
1127,frozen puck disgust worst people behind register,0
1128,bad food damn generic,0
1129,horrible attitude towards customer and talk one customer not enjoy food,0
1130,heart attack grill downtown vega absolutely flat-lined excuse restaurant,0
1131,not much seafood and like 5 string pasta bottom,0
1132,ripped banana not ripped but petrified and tasteless,0
1133,least think refill water struggle wave 10 minute,0
1134,got food and apparently never heard salt and batter fish chewy,0
1135,service horrible,0
1136,took 30 min get milkshake nothing chocolate milk,0
1137,guess should known place would suck inside excalibur but not use common sense,0
1138,scallop dish quite appalling value well,0
1139,2 time - very bad customer service,0
1140,much good food vega feel cheated wasting eating opportunity going rice and company,0
1141,coming like experiencing underwhelming relationship party cannot wait person ask break,0
1142,walked and place smelled like old grease trap and 2 others eating,0
1143,turkey and roast beef bland,0
1144,pan cake everyone raving taste like sugary disaster tailored palate six year old,0
1145,poor batter meat ratio made chicken tender very unsatisfying,0
1146,summary largely disappointing dining experience,0
1147,never hard rock casino never ever step forward,0
1148,say bye bye tip lady,0
1149,never go,0
1150,not good,0
1151,real sushi lover let u honest - yama not good,0
1152,least 40min passed u ordering and food arriving and not busy,0
1153,pretty gross,0
1154,I better atmosphere,0
1155,kind hard mess steak but,0
1156,although very much liked look and sound place actual experience bit disappointing,0
1157,not know place managed served blandest food ever eaten preparing indian cuisine,0
1158,worst service boot but least worry,0
1159,host staff lack better word bitch,0
1160,bland not liking place number reason and not want waste time bad reviewing I leave,0
1161,would not return,0
1162,place way overpriced mediocre food,0
1163,management rude,0
1164,extremely rude and really many restaurant would love dine weekend vega,0
1165,not,0
1166,waiter not helpful friendly and rarely checked u,0
1167,husband and ate lunch and very disappointed food and service,0
1168,and red curry much bamboo shoot and not very tasty,0
1169,menu always changing food quality going & service extremely slow,0
1170,service little slow considering served 3 people server food coming slow pace,0
1171,give 2 thumb,0
1172,watched waiter pay lot attention table and ignore u,0
1173,waited forty five minute vain,0
1174,crostini came salad stale,0
1175,unfortunately must hit bakery leftover day everything ordered stale,0
1176,came back today since relocated and still not impressed,0
1177,avoid cost,0
1178,not go looking good food,0
1179,I never treated bad,0
1180,also ordered spinach and avocado salad ingredient sad and dressing literally zero taste,0
1181,perhaps caught night judging review but I not inspired go back,0
1182,service leaf lot desired,0
1183,literally sat 20 minute no one asking take order,0
1184,burger absolutely no flavor - meat totally bland burger overcooked and no charcoal flavor,0
1185,also decided not send back waitress looked like verge heart attack,0
1186,dressed treated rudely,0
1187,probably dirt,0
1188,food sucked expected but sucked could imagined,0
1189,order arrived one gyro missing,0
1190,I not really sure joey's voted best hot dog valley reader phoenix magazine,0
1191,live music friday totally blow,0
1192,I never insulted felt disrespected,0
1193,warm beer not help,0
1194,I lived since 1979 and first (and last) time I stepped foot place,0
1195,worst experience ever,0
1196,must night place,0
1197,bug never showed would given 4 sure but side wall bug climbing kitchen,0
1198,10 minute waiting salad realized not coming time soon,0
1199,not go back,0
1200,soggy and not good,0
1201,small and not worth price,0
1202,shower area outside rinse not take full shower unless not mind nude everyone see,0
1203,service bit lacking,0
1204,lobster bisque bussell sprout risotto filet needed salt and pepper and course none table,0
1205,hopefully bodes going business and someone cook come,0
1206,either cold not enough flavor bad,0
1207,"""mains "" also uninspired",0
1208,food not bad enough enjoy dealing world's worst/annoying drunk people,0
1209,ordered double cheeseburger & got single patty falling apart (picture uploaded) yeah still suck,0
1210,possible give zero star would,0
1211,"description said ""yum yum sauce"" and another said ""eel sauce"" yet another said ""spicy mayo"" well none roll sauce",0
1212,not rolled eye may stayed not sure go back and try,0
1213,horrible - not waste time and money,0
1214,time side restaurant almost empty no excuse,0
1215,(it not busy either) also building freezing cold,0
1216,"like reviewer said ""you could not pay eat place """,0
1217,-drinks took close 30 minute come one point,0
1218,based sub-par service received and no effort show gratitude business not going back,0
1219,nothing privileged working/eating,0
1220,overall not think would take parent place made similar complaint silently felt,0
1221,well would given godfather zero star possible,0
1222,very tough and very short flavor,0
1223,bar vega and not ever recall charged tap water,0
1224,service not par either,0
1225,self proclaimed coffee cafe wildly disappointed,0
1226,I better not dedicated boba tea spot but even jenni pho,0
1227,think not,0
1228,mac salad and pretty bland not getting,0
1229,service stink,0
1230,waited and waited,0
1231,place not quality sushi not quality restaurant,0
1232,thing went wrong: - burned saganaki,0
1233,waited hour breakfast could done 100 time better home,0
1234,hate disagree fellow yelpers but husband and disappointed place,0
1235,waited 2 hour & never got either pizza many around u came later,0
1236,not know slow,0
1237,live neighborhood disappointed not back convenient location,0
1238,go gave 1 star rating please know third time eating bachi burger writing review,0
1239,never dining place,0
1240,please stay away shrimp stir fried noodle,0
1241,potato chip order sad could probably count many chip box and probably around 12,0
1242,food really boring,0
1243,greedy corporation never see another dime,0
1244,never ever go back,0
1245,much I would like go back cannot get passed atrocious service and never return,0
1246,ordered toasted english muffin came untoasted,0
1247,never going back,0
1248,bus boy hand rude,0
1249,point friend and basically figured place joke and not mind making publicly and loudly known,0
1250,downside service,0
1251,also fry without doubt worst fry I ever,0
1252,go far many place and I never seen restaurant serf 1 egg breakfast especially $4 00,0
1253,mom and got home immediately got sick and bite salad,0
1254,server not pleasant deal and not always honor pizza hut coupon,0
1255,everything gross,0
1256,first - bathroom location dirty- seat cover not replenished & plain yucky,0
1257,"burger got ""gold standard"" $17 burger and kind disappointed",0
1258,nothing authentic place,0
1259,spaghetti nothing special whatsoever,0
1260,selection probably worst I seen vega none,0
1261,sat another ten minute and finally gave and left,0
1262,terrible,0
1263,should not take 30 min pancake and egg,0
1264,sadly gordon ramsey's steak place shall sharply avoid next trip vega,0
1265,buffet small and food offered bland,0
1266,definitely turn & doubt I back unless someone else buying,0
1267,find wasting food despicable but not food,0
1268,wife lobster bisque soup lukewarm,0
1269,left stomach ache and felt sick rest day,0
1270,dropped ball,0
1271,and bean and rice mediocre best,0
1272,took back money and got outta,0
1273,rude & inconsiderate management,0
1274,staff not friendly wait time served horrible no one even say hi first 10 minute,0
1275,not back,0
1276,food terrible,0
1277,never ever go back and told many people happened,0
1278,not recommend unless car break front and starving,0
1279,place deserves one star and 90% food,0
1280,disgrace,0
1281,I probably one people ever go ians and not like,0
1282,one simply disappointment,0
1283,overall very disappointed quality food bouchon,0
1284,not accountant know I getting screwed,0
1285,left very frustrated,0
1286,total waste time,0
1287,service give no star,0
1288,take little bad service but food suck,0
1289,gave trying eat crust (teeth still sore),0
1290,but completely grossed,0
1291,ground right next table large smeared been-stepped-in-and-tracked-everywhere pile green bird poop,0
1292,furthermore cannot even find hour operation website,0
1293,tried like place but 10+ time think done,0
1294,mistake,0
1295,waiter jerk,0
1296,strike 2 want rushed,0
1297,never come,0
1298,ordered appetizer and took 40 minute and pizza another 10 minute,0
1299,huge awkward 1 5lb piece cow 3/4ths gristle and fat,0
1300,I take business dinner dollar elsewhere,0
1301,nothing special,0
1302,not back,0
1303,sauce tasteless,0
1304,not think going back anytime soon,0
1305,far sushi connoisseur but definitely tell difference good food and bad food and certainly bad food,0
1306,insulted,0
1307,last 3 time lunch bad,0
1308,chicken wing contained driest chicken meat ever eaten,0
1309,definitely not worth $3 paid,0
1310,manager worst,0
1311,not think I running back carly's anytime soon food,0
1312,due fact took 20 minute acknowledged another 35 minute get food and kept forgetting thing,0
1313,one note ventilation could use upgrading,0
1314,not waste time,0
1315,total letdown would much rather go camelback flower shop and cartel coffee,0
1316,third cheese friend's burger cold,0
1317,asked bill leave without eating and not bring either,0
1318,seafood limited boiled shrimp and crab leg but crab leg definitely not taste fresh,0
1319,selection food not best,0
1320,dont think back very long time,0
1321,attached gas station and rarely good sign,0
1322,worse humiliated worker right front bunch horrible name calling,0
1323,and tragedy struck,0
1324,I would rather eat airline food seriously,0
1325,would not recommend place,0
1326,overall not very impressed noca,0
1327,gyro basically lettuce,0
1328,terrible service,0
1329,thoroughly disappointed,0
1330,drive get,0
1331,anyway not think go back,0
1332,greasy unhealthy meal,0
1333,first time and might last,0
1334,similarly delivery man not say word apology food 45 minute late,0
1335,and way expensive,0
1336,terrible management,0
1337,zero star would give zero star,0
1338,worst martini ever,0
1339,waited thirty minute seated (although 8 vacant table and folk waiting),0
1340,not try going back even empty,0
1341,no I going eat potato found stranger hair,0
1342,"not even ""hello right """,0
1343,dessert bit strange,0
1344,guess maybe went night but disgraceful,0
1345,however recent experience particular location not good,0
1346,know not like restaurant something very,0
1347,avoid establishment,0
1348,think restaurant suffers not trying hard enough,0
1349,salad bland vinegrette baby green and heart palm,0
1350,two felt disgusting,0
1351,never go back place and never ever recommended place anyone,0
1352,"server went back and forth several time not even much ""are helped?""",0
1353,hour seriously?,0
1354,consider theft,0
1355,eew location need complete overhaul,0
1356,recently witnessed poor quality management towards guest well,0
1357,waited and waited and waited,0
1358,pizza tasted old super chewy not good way,0
1359,swung give try but deeply disappointed,0
1360,boy sucker dry,0
1361,rated,0
1362,look authentic thai food go else,0
1363,pulled car waited another 15 minute acknowledged,0
1364,hate thing much cheap quality black olive,0
1365,kid play area nasty,0
1366,"extremely ""crumby"" and pretty tasteless",0
1367,pale color instead nice and char and no flavor,0
1368,got home see driest damn wing ever,0
1369,not good money,0
1370,got sitting fairly fast but ended waiting 40 minute place order another 30 minute food arrived,0
1371,wanted leave,0
1372,not eating,0
1373,owner really really need quit soooooo cheap let wrap freaking sandwich two paper not one,0
1374,checked place couple year ago and not impressed,0
1375,chicken got definitely reheated and ok wedge cold and soggy,0
1376,sorry not getting food anytime soon :(,0
1377,friend not like bloody mary,0
1378,despite hard rate business actually rare give 1 star,0
1379,not return,0
1380,chicken pho and tasted very bland,0
1381,very disappointing,0
1382,drive thru mean not want wait around half hour food but somehow end going make u wait and wait,0
1383,best luck rude and non-customer service focused new management,0
1384,grandmother make roasted chicken better one,0
1385,asked multiple time wine list and time ignored went hostess and got one,0
1386,evening and drastically sick,0
1387,ordered burger rare came done,0
1388,tried go lunch and madhouse,0
1389,waiting hour and seated not greatest mood,0
1390,I not eating,0
1391,maybe not cold would somewhat edible,0
1392,place lot promise but fails deliver,0
1393,very bad experience,0
1394,mistake,0
1395,food average best,0
1396,not going back anytime soon,0
1397,very very disappointed ordered $35 big bay plater,0
1398,not much flavor and very poorly constructed,0
1399,fried rice dry well,0
1400,google mediocre and imagine smashburger pop,0
1401,dont go,0
1402,sushi lover avoid place mean,0
1403,plantain worst I ever tasted,0
1404,service slow and not attentive,0
1405,staff spends time talking,0
1406,total brunch fail,0
1407,probably not back honest,0
1408,went lunch - service slow,0
1409,much say place walked expected amazing but quickly disappointed,0
1410,mortified,0
1411,needle say never back,0
1412,anyways food definitely not filling and price pay should expect,0
1413,chip came dripping grease and mostly not edible,0
1414,not really impressed strip steak,0
1415,work hospitality industry paradise valley and refrained recommending cibo longer,0
1416,would not recommend others,0
1417,mean really get famous fish and chip terrible ?,0
1418,not thing,0
1419,reading please not go,0
1420,tonight elk filet special and sucked,0
1421,ordered old classic and new dish going time and sorely disappointed everything,0
1422,fly apple juice fly,0
1423,food barely lukewarm must sitting waiting server bring u,0
1424,ryan's bar definitely one edinburgh establishment not revisiting,0
1425,probably never coming back and would not recommend,0
1426,friend's pasta -- also bad barely touched,0
1427,way fried,0
1428,I not sure long stood but long enough begin feel awkwardly place,0
1429,opened sandwich impressed but not good way,0
1430,not back,0
1431,watched price inflate portion get smaller and management attitude grow rapidly,0
1432,main thing not enjoy crowd older crowd around mid 30 and,0
1433,wait 30 minute get drink and longer get 2 arepas,0
1434,service poor and thats nice,0
1435,place not clean and food oh stale,0
1436,chicken dish ok beef like shoe leather,0
1437,but service beyond bad,0
1438,tasted like dirt,0
1439,sashimi poor quality soggy and tasteless,0
1440,"food not tasty not say ""real traditional hunan style""",0
1441,bother slow service,0
1442,frozen margarita way sugary taste,0
1443,nutshell: 1) restaraunt smell like combination dirty fish market and sewer,0
1444,girlfriend's veal very bad,0
1445,unfortunately not good,0
1446,bland and flavorless good way describing barely tepid meat,0
1447,chain I no fan beat place easily,0
1448,not coming back,0
1449,food arrives meh,0
1450,paying $7 85 hot dog and fry look like came kid's meal wienerschnitzel not idea good meal,0
1451,brother law work mall ate day and guess sick night,0
1452,mediocre food,0
1453,I super pissd,0
1454,sad little vegetable overcooked?,0
1455,high hope place since burger cooked charcoal grill but unfortunately taste fell flat way flat,0
1456,not single employee came see ok even needed water refill finally served u food,0
1457,server very negligent need and made u feel very unwelcome would not suggest place,0
1458,service terrible though,0
1459,place overpriced not consistent boba and really overpriced,0
1460,packed,0
1461,food terrible,0
1462,kept getting worse and worse I officially done,0
1463,place should honestly blown,0
1464,but definitely would not eat,0
1465,not waste money,0
1466,awful service,0
1467,not ever go,0
1468,food quality horrible,0
1469,price think place would much rather gone,0
1470,service fair best,0
1471,love sushi but found kabuki over-priced over-hip and under-services,0
1472,favor and stay away dish,0
1473,very poor service,0
1474,no one table thought food average worth wait,0
1475,paid bill but not tip felt server terrible job,0
1476,never bland food surprised considering article read focused much spice and flavor,0
1477,food way overpriced and portion fucking small,0
1478,40 buck head really expect better food,0
1479,not back,0
1480,could not believe dirty oyster,0
1481,place deserves no star,0
1482,would not recommend place,0
1483,disbelief dish qualified worst version food ever tasted,0
1484,bad day not very low tolerance rude customer service people job nice and polite wash dish otherwise,0
1485,probably would not go,0
1486,wife hated meal (coconut shrimp) and friend really not enjoy meal either,0
1487,fella got huevos rancheros and not look appealing,0
1488,probably not coming back,0
1489,worst food/service I,0
1490,hot dish not hot cold dish close room temp watched staff prepare food bare hand no glove everything deep fried oil,0
1491,feel dining room college cooking course high class dining and service slow best,0
1492,started review two star but I editing give one,0
1493,worst sushi ever eat besides costco's,0
1494,weird vibe owner,0
1495,hardly meat,0
1496,I better bagel grocery store,0
1497,burger not good pizza used amazing doughy and flavorless,0
1498,found six inch long piece wire salsa,0
1499,service terrible food mediocre,0
1500,ordered albondigas soup - warm - and tasted like tomato soup frozen meatball,0
1501,three different occasion asked well done medium well and three time got bloodiest piece meat plate,0
1502,two bite and refused eat anymore,0
1503,service extremely slow,0
1504,20 minute wait got table,0
1505,no allergy warning menu and waitress absolutely no clue meal not contain peanut,0
1506,pricing bit concern mellow mushroom,0
1507,worst thai ever,0
1508,highly unprofessional and rude loyal patron,0
1509,spend money elsewhere,0
1510,buffet bellagio far anticipated,0
1511,and drink weak people,0
1512,also feel like chip bought not made house,0
1513,disappointing dinner went elsewhere dessert,0
1514,not returning,0
1515,seriously cannot believe owner many unexperienced employee running around like chicken head cut,0
1516,very very sad,0
1517,felt insulted and disrespected could talk and judge another human like that?,0
1518,call steakhouse cannot properly cook steak not understand,0
1519,I not impressed concept food,0
1520,thing not crazy guacamole not like purã©ed,0
1521,really nothing postinos hope experience better,0
1522,got food poisoning buffet,0
1523,brought fresh batch fry and thinking yay something warm but no,0
1524,should hilarious yummy christmas eve dinner remember biggest fail entire trip u,0
1525,needle say not going back anytime soon,0
1526,place disgusting,0
1527,ri style calamari joke,0
1528,however much garlic fondue barely edible,0
1529,could barely stomach meal but not complain business lunch,0
1530,bad lost heart finish,0
1531,also took forever bring u check asked,0
1532,not one make scene restaurant but not get definitely lost love one,0
1533,disappointing experience,0
1534,food par denny's say not good,0
1535,want wait mediocre food and downright terrible service place,0
1536,waaaaaayyyyyyyyyy rated saying,0
1537,not going back,0
1538,place fairly clean but food simply not worth,0
1539,place lacked style,0
1540,sangria half glass wine full and $12 ridiculous,0
1541,not bother coming,0
1542,meat pretty dry sliced brisket and pulled pork,0
1543,building seems pretty neat bathroom pretty trippy but would not eat,0
1544,equally awful,0
1545,probably not hurry go back,0
1546,very slow seating even reservation,0
1547,not good stretch imagination,0
1548,cashew cream sauce bland and vegetable undercooked,0
1549,chipolte ranch dipping sause tasteless seemed thin and watered no heat,0
1550,bit sweet not really spicy enough and lacked flavor,0
1551,very disappointed,0
1552,place horrible and way overpriced,0
1553,maybe vegetarian fare but I twice and thought average best,0
1554,not busy and know,0
1555,table outside also dirty lot time and worker not always friendly and helpful menu,0
1556,ambiance not feel like buffet setting but douchey indoor garden tea and biscuit,0
1557,con: spotty service,0
1558,fry not hot and neither burger,0
1559,but came back cold,0
1560,food came disappointment ensued,0
1561,real disappointment waiter,0
1562,husband said very rude not even apologize bad food anything,0
1563,reason eat would fill night binge drinking get carbs stomach,0
1564,insult profound deuchebaggery and go outside smoke break serving solidify,0
1565,someone order two taco don't' think may part customer service ask combo ala cart?,0
1566,quite disappointed although blame need placed door,0
1567,rave review could not wait eat disappointment,0
1568,del taco pretty nasty and should avoided possible,0
1569,not hard make decent hamburger,0
1570,but not like,0
1571,hell no go back,0
1572,gotten much better service pizza place next door service received restaurant,0
1573,"not know big deal place but not back ""ya'all""",0
1574,immediately said wanted talk manager but not want talk guy shot fireball behind bar,0
1575,ambiance not much better,0
1576,unfortunately set u disapppointment entree,0
1577,food not good,0
1578,server suck wait correction server heimer sucked,0
1579,happened next pretty putting,0
1580,bad cause know family owned really wanted like place,0
1581,overpriced getting,0
1582,vomited bathroom mid lunch,0
1583,kept looking time and soon become 35 minute yet still no food,0
1584,very place eat no circumstance would ever return and top list,0
1585,started tuna sashimi brownish color and obviously not fresh,0
1586,food average,0
1587,sure beat nacho movie but would expect little bit coming restaurant,0
1588,ha long bay bit flop,0
1589,problem charge $11 99 sandwich no bigger subway sub (which offer better and amount vegetables),0
1590,shrimp- unwrapped (i live 1/2 mile brushfire) literally ice cold,0
1591,lacked flavor seemed undercooked and dry,0
1592,really impressive place not closed,0
1593,would avoid place staying mirage,0
1594,refried bean came meal dried and crusty and food bland,0
1595,spend money and time place else,0
1596,lady table next u found live green caterpillar salad,0
1597,presentation food awful,0
1598,cannot tell disappointed,0
1599,think food should flavor and texture and lacking,0
1600,appetite instantly gone,0
1601,overall not impressed and would not go back,0
1602,whole experience underwhelming and think go ninja sushi next time,0
1603,not wasted enough life poured salt wound drawing time took bring check,0
1604,decor horrifying,0
1605,not go useless,0
1606,total waste time money and appetite,0
1607,neither lunch nor dinner good,0
1608,not staff but also decor useless and upsetting,0
1609,mood got upset,0
1610,food upset tummy,0
1611,hopefully get better food next time,0
1612,terrible service,0
1613,location not good,0
1614,location not excellent,0
1615,service not amazing,0
1616,setting not promising,0
1617,service disheartening,0
1618,shameless waiter,0
1619,shameless host,0
1620,displeasing mood visiting,0
1621,service amazingly bad,0
1622,location amazingly bad and top service even worse,0
1623,left feeling discomfort,0
1624,delivery staff dishonest,0
1625,irresponsible staff,0
1626,restaurant disorganized,0
1627,manager rude and disobedient,0
1628,inability made mess,0
1629,eww messy prefer not visiting,0
1630,messy unorganized say hotel,0
1631,ambiance subpar,0
1632,waitress disrespected front family,0
1633,restaurant not deserve good customer,0
1634,restaurant not deserve loyal customer,0
1635,restaurant not deserve good customer,0
1636,restaurant not deserve loyal customer,0
1637,degraded food quality 3 day left used and cooked not good,0
1638,one worst punjabi cuisine ever tried pathetic mistake made cooking lacked salt every dish maojorly,0
1639,dish name unique thought great starter but turned paneer salad very disappoiting,0
1640,ordered various different cuisine give try but felt like wasted moeny,0
1641,would give zero star th restaurant staff rude behaviour poor service quality and later billing issue semmed like restaurant love troubling customer,0
1642,sleepy service and very poor quality food service asling said issue water supplied bmc,0
1643,food mediocre price,0
1644,come want attitude,0
1645,sleepy service poor food quality,0
1646,food dry and not cooked well,0
1647,food not good quality and quantity,0
1648,very bad service chicken tikka raw and took 1 hour arrive,0
1649,slow service and bad food not recommend,0
1650,wait hour get table even advance reservation,0
1651,item not well cooked,0
1652,very small portion,0
1653,le quantity,0
1654,very le chicken peices,0
1655,barely paneer peices,0
1656,small serving,0
1657,option le,0
1658,small appetizer,0
1659,food not enough,0
1660,very small ice cream scoop,0
1661,soup bowl really small,0
1662,salt missing,0
1663,small portion left hungry,0
1664,gravy quite le leaving extra rice,0
1665,quite dry food,0
1666,chicken should quantity,0
1667,serving per person quite low,0
1668,platter not enough quantity,0
1669,enough chutney not given,0
1670,sambhar quantity low,0
1671,idli and wada small,0
1672,dessert not sweet enough,0
1673,falooda extra sweet,0
1674,starter quantity not worth price,0
1675,main course expensive small serving,0
1676,portion not justify cost,0
1677,dessert size not enough,0
1678,food felt bland need improve lot,0
1679,proper sanitation measure not taken and food quality average,0
1680,very bad experience since mixed order someone else and taste not appreciable,0
1681,went restaurant reading good review but disappointed,0
1682,not good restaurant food quality average small mouse moving &,0
1683,worst ever service plate untidy,0
1684,not much respect customer,0
1685,asked medium rice but brought full plate and charged u extra money,0
1686,booked table advance but gave someone else highely disrespectful,0
1687,would rather not eat food life eat place,0
1688,made list poor quality certain dish I would parchment write,0
1689,food bad servicing bad overall bad,0
1690,never tasted disgusting food,0
1691,not like food love food and not love not swallow food disgusting,0
1692,veg and non-veg section mixed many code violation,0
1693,best way enjoy restaurant not coming eat ever,0
1694,went date and one worst staff rude and slow and food average,0
1695,food uniformly exceptional very capable kitchen proudly whip whatever feel like eating whether menu not,1
1696,gabriela personaly greets and recommends eat,1
1697,not food outstanding but little 'perks' great,1
1698,agreed favorite orrechiete sausage and chicken (usually waiter kind enough split dish half get sample meats),1
1699,bagel outstanding taste terrific texture chewy yet not gummy,1
1700,nevertheless food pretty good,1
1701,I noticed megadeth mr scruff st germain traditional vietnamese song black sabbath jay-z and daft punk played,1
1702,took half hour get check perfect since could sit drink and talk,1
1703,design and atmosphere good,1
1704,visited thailand and quite expert cuisine,1
1705,would definitely recommend mary's and making one regular neighborhood haunt,1
1706,pizza best like thin crusted pizza,1
1707,girlfriend and stumbled onto hopping place night and great time,1
1708,secondly night place overwhelmed upper east side lady perfume,1
1709,definitely special and affordable,1
1710,really liked place,1
1711,going back very soon,1
1712,pretty inexpensive,1
1713,not go alone---even two people not enough whole experience pickle and selection meat and seafood,1
1714,suggestion eat family style want try dish,1
1715,best warm vibe owner super friendly and service fast,1
1716,faan's got great concept,1
1717,incredible food warm atmosphere friendly service downtown neighborhood spot not miss beat,1
1718,great food reasonable price make evening cannot beat,1
1719,look foward trying ruben upon returning,1
1720,steakhouse seems hold candle roth's strip house,1
1721,usually go chart house celebrate birthday anniversary,1
1722,little place cute interior decor and affordable city price,1
1723,adore,1
1724,two words: free wine,1
1725,quantity also very good come satisfied,1
1726,worth visiting 1st ave spot original store,1
1727,stumbled upon second floor walk-up two friday ago two friend town l serious sushi lover sat sushi bar closer action,1
1728,raga's romantic cozy restaurant,1
1729,fried rice amazing,1
1730,three course - choice include excellent mussel puff pastry goat cheese and salad delicious dressing and hanger steak au poivre world,1
1731,perfect place amazing indian food,1
1732,place cool and service prompt and curtious,1
1733,wonder delicious meal little money,1
1734,food delicious,1
1735,wine list excellent,1
1736,garantuan cannot fit toaster,1
1737,ive many thai restaurant manhattan and toon far best thai food ive (except mom's course),1
1738,wouldnt even let finish glass wine offering another,1
1739,highly recommend sophia pizza,1
1740,consistently great place dine lunch dinner,1
1741,nice atmosphere service very pleasant and dessert good,1
1742,people bring go back and bring friend,1
1743,really enjoying bar sat table and dinner,1
1744,fabulous service fantastic food and chilled atmosphere and environment,1
1745,try lasagnette appetizer,1
1746,pricey but worth try least,1
1747,liked beer selection,1
1748,great food good size menu great service and unpretensious setting,1
1749,go romantic dinner,1
1750,cannot wait go back,1
1751,grew eating dosa and yet find place ny satisfy taste bud,1
1752,wine list selection good and wine-by-the-glass generously filled top,1
1753,great variety menu eat often and never get bored,1
1754,carnivore come hungry and leave satisfied ever,1
1755,menu limited but almost dish excellent,1
1756,great bagel spread and good place hang,1
1757,service varys day day- sometimes very nice,1
1758,whoever jazz duo point,1
1759,one thing liked place never felt rushed pressured give table ot incoming guest,1
1760,place great bargain,1
1761,happened upon place purely accident and pleased result,1
1762,deff recimmend bukhara also opened two new location guess ill try,1
1763,always delicious meal and always leave feeling satisfied,1
1764,first went enjoy garden terrace,1
1765,husband beef perfect,1
1766,everyone spoken super friendly helpful and willing extra mile customer,1
1767,pizza pretty good and huge,1
1768,sapphire indian restaurant go I nyc,1
1769,cuisine I gathered authentic taiwanese though very different I accustomed taipei,1
1770,heartily recommend,1
1771,heartland brewery far one best place nyc make new friend and catch old one,1
1772,almost hesititate write review atmosphere great and would hate become crowded,1
1773,often crowded weekend but efficient and accurate service,1
1774,co-worker amazed small dish,1
1775,atmosphere unheralded service impecible and food magnificant,1
1776,wait staff friendly and food gotten better and better,1
1777,place month old perhaps queens' biggest secret,1
1778,may bit packed weekend but vibe good and best french food find area,1
1779,place much fun,1
1780,glad,1
1781,right l brooklyn nice cozy place good pizza,1
1782,I back soon,1
1783,le pere pinard $15 pre-theater menu outstanding,1
1784,went inside and started get excited,1
1785,however jus good not praise,1
1786,however service great not praise,1
1787,however taste good not praise,1
1788,however cleanliness amazing not praise,1
1789,montparnasse many time and return often good reason,1
1790,lobster sandwich and fantastic,1
1791,somewhere eat and happy,1
1792,wrote bad review not understand rao's,1
